zipcode,city,state,county,latitude,longitude
94501,Alameda,CA,Alameda,37.7706,-122.2648
94502,Alameda,CA,Alameda,37.7351,-122.2431
94536,Fremont,CA,Alameda,37.5605,-121.9999
94537,Fremont,CA,Alameda,37.6802,-121.9215
94538,Fremont,CA,Alameda,37.5308,-121.9712
94539,Fremont,CA,Alameda,37.5176,-121.9287
94540,Hayward,CA,Alameda,37.6802,-121.9215
94541,Hayward,CA,Alameda,37.674,-122.0894
94542,Hayward,CA,Alameda,37.6586,-122.0472
94543,Hayward,CA,Alameda,37.6688,-122.0808
94544,Hayward,CA,Alameda,37.6374,-122.067
94545,Hayward,CA,Alameda,37.6332,-122.0971
94546,Castro Valley,CA,Alameda,37.7015,-122.0782
94550,Livermore,CA,Alameda,37.683,-121.763
94551,Livermore,CA,Alameda,37.7526,-121.77
94552,Castro Valley,CA,Alameda,37.7131,-122.0381
94555,Fremont,CA,Alameda,37.5735,-122.0469
94557,Hayward,CA,Alameda,37.6802,-121.9215
94560,Newark,CA,Alameda,37.5368,-122.032
94566,Pleasanton,CA,Alameda,37.6658,-121.8755
94568,Dublin,CA,Alameda,37.7166,-121.9226
94577,San Leandro,CA,Alameda,37.7205,-122.1587
94578,San Leandro,CA,Alameda,37.7024,-122.124
94579,San Leandro,CA,Alameda,37.6892,-122.1507
94580,San Lorenzo,CA,Alameda,37.6787,-122.1295
94586,Sunol,CA,Alameda,37.6094,-121.8986
94587,Union City,CA,Alameda,37.5895,-122.0497
94588,Pleasanton,CA,Alameda,37.6873,-121.8957
94601,Oakland,CA,Alameda,37.7806,-122.2166
94602,Oakland,CA,Alameda,37.8011,-122.2104
94603,Oakland,CA,Alameda,37.7402,-122.171
94604,Oakland,CA,Alameda,37.8044,-122.2708
94605,Oakland,CA,Alameda,37.7641,-122.1633
94606,Oakland,CA,Alameda,37.7957,-122.2429
94607,Oakland,CA,Alameda,37.8071,-122.2851
94608,Emeryville,CA,Alameda,37.8365,-122.2804
94609,Oakland,CA,Alameda,37.8361,-122.2637
94610,Oakland,CA,Alameda,37.8126,-122.2443
94611,Oakland,CA,Alameda,37.8471,-122.2223
94612,Oakland,CA,Alameda,37.8085,-122.2668
94613,Oakland,CA,Alameda,37.7811,-122.1866
94614,Oakland,CA,Alameda,37.7277,-122.2046
94615,Oakland,CA,Alameda,37.8067,-122.3004
94617,Oakland,CA,Alameda,37.8078,-122.2717
94618,Oakland,CA,Alameda,37.8431,-122.2402
94619,Oakland,CA,Alameda,37.7878,-122.1884
94620,Piedmont,CA,Alameda,37.8244,-122.2316
94621,Oakland,CA,Alameda,37.7589,-122.1853
94622,Oakland,CA,Alameda,37.799,-122.2337
94623,Oakland,CA,Alameda,37.8044,-122.2708
94624,Oakland,CA,Alameda,37.8044,-122.2708
94649,Oakland,CA,Alameda,37.8044,-122.2708
94659,Oakland,CA,Alameda,37.8044,-122.2708
94660,Oakland,CA,Alameda,37.8044,-122.2708
94661,Oakland,CA,Alameda,37.8044,-122.2708
94662,Emeryville,CA,Alameda,37.8313,-122.2852
94666,Oakland,CA,Alameda,37.8044,-122.2708
94701,Berkeley,CA,Alameda,37.8606,-122.2967
94702,Berkeley,CA,Alameda,37.8656,-122.2851
94703,Berkeley,CA,Alameda,37.863,-122.2749
94704,Berkeley,CA,Alameda,37.8664,-122.257
94705,Berkeley,CA,Alameda,37.8571,-122.25
94706,Albany,CA,Alameda,37.89,-122.2954
94707,Berkeley,CA,Alameda,37.8927,-122.2761
94708,Berkeley,CA,Alameda,37.8918,-122.2604
94709,Berkeley,CA,Alameda,37.8784,-122.2655
94710,Berkeley,CA,Alameda,37.8696,-122.2959
94712,Berkeley,CA,Alameda,37.8716,-122.2727
94720,Berkeley,CA,Alameda,37.8738,-122.2549
95646,Kirkwood,CA,Alpine,38.6918,-120.0736
96120,Markleeville,CA,Alpine,38.7713,-119.8327
95601,Amador City,CA,Amador,38.4194,-120.823
95629,Fiddletown,CA,Amador,38.5234,-120.6763
95640,Ione,CA,Amador,38.3324,-120.9418
95642,Jackson,CA,Amador,38.3545,-120.7573
95644,Kit Carson,CA,Amador,38.6707,-120.1135
95654,Martell,CA,Amador,38.3515,-120.7752
95665,Pine Grove,CA,Amador,38.4049,-120.6544
95666,Pioneer,CA,Amador,38.4319,-120.5719
95669,Plymouth,CA,Amador,38.4916,-120.8819
95675,River Pines,CA,Amador,38.5463,-120.743
95685,Sutter Creek,CA,Amador,38.4175,-120.7951
95689,Volcano,CA,Amador,38.4765,-120.6017
95699,Drytown,CA,Amador,38.4411,-120.8533
95914,Bangor,CA,Butte,39.3885,-121.4052
95916,Berry Creek,CA,Butte,39.6776,-121.3689
95917,Biggs,CA,Butte,39.4162,-121.7189
95926,Chico,CA,Butte,39.7458,-121.8444
95927,Chico,CA,Butte,39.8117,-121.9398
95928,Chico,CA,Butte,39.7224,-121.8113
95929,Chico,CA,Butte,39.7301,-121.8414
95930,Clipper Mills,CA,Butte,39.5327,-121.1575
95938,Durham,CA,Butte,39.633,-121.7886
95940,Feather Falls,CA,Butte,39.622,-121.2669
95941,Forbestown,CA,Butte,39.521,-121.2423
95942,Forest Ranch,CA,Butte,39.8821,-121.6728
95948,Gridley,CA,Butte,39.3532,-121.7137
95954,Magalia,CA,Butte,39.8912,-121.58
95958,Nelson,CA,Butte,39.5522,-121.7644
95965,Oroville,CA,Butte,39.6054,-121.5751
95966,Oroville,CA,Butte,39.4877,-121.4698
95967,Paradise,CA,Butte,39.7155,-121.6551
95968,Palermo,CA,Butte,39.4361,-121.5454
95969,Paradise,CA,Butte,39.7555,-121.6069
95973,Chico,CA,Butte,39.8032,-121.8673
95974,Richvale,CA,Butte,39.4959,-121.748
95976,Chico,CA,Butte,39.7346,-121.8331
95978,Stirling City,CA,Butte,39.9077,-121.5269
95221,Altaville,CA,Calaveras,38.0838,-120.5608
95222,Angels Camp,CA,Calaveras,38.071,-120.5722
95223,Arnold,CA,Calaveras,38.3086,-120.268
95224,Avery,CA,Calaveras,38.2044,-120.3688
95225,Burson,CA,Calaveras,38.1838,-120.8894
95226,Campo Seco,CA,Calaveras,38.2271,-120.8533
95228,Copperopolis,CA,Calaveras,37.944,-120.6423
95229,Douglas Flat,CA,Calaveras,38.1144,-120.4538
95232,Glencoe,CA,Calaveras,38.3554,-120.5778
95233,Hathaway Pines,CA,Calaveras,38.1919,-120.3644
95245,Mokelumne Hill,CA,Calaveras,38.3152,-120.5591
95246,Mountain Ranch,CA,Calaveras,38.2328,-120.4994
95247,Murphys,CA,Calaveras,38.1345,-120.4516
95248,Rail Road Flat,CA,Calaveras,38.3405,-120.5161
95249,San Andreas,CA,Calaveras,38.1904,-120.6441
95251,Vallecito,CA,Calaveras,38.1013,-120.4676
95252,Valley Springs,CA,Calaveras,38.162,-120.8572
95254,Wallace,CA,Calaveras,38.1983,-120.9793
95255,West Point,CA,Calaveras,38.4197,-120.4759
95257,Wilseyville,CA,Calaveras,38.3793,-120.4627
95912,Arbuckle,CA,Colusa,39.0138,-122.0274
95932,Colusa,CA,Colusa,39.2345,-122.0277
95950,Grimes,CA,Colusa,39.0744,-121.8927
95955,Maxwell,CA,Colusa,39.3163,-122.1849
95970,Princeton,CA,Colusa,39.4168,-122.0519
95979,Stonyford,CA,Colusa,39.3176,-122.5393
95987,Williams,CA,Colusa,39.1337,-122.2162
94505,Discovery Bay,CA,Contra Costa,37.8989,-121.6054
94506,Danville,CA,Contra Costa,37.8321,-121.9167
94507,Alamo,CA,Contra Costa,37.8537,-122.0229
94509,Antioch,CA,Contra Costa,37.9939,-121.8089
94511,Bethel Island,CA,Contra Costa,38.0266,-121.6425
94513,Brentwood,CA,Contra Costa,37.9324,-121.6894
94514,Byron,CA,Contra Costa,37.8254,-121.6236
94516,Canyon,CA,Contra Costa,37.8339,-122.165
94517,Clayton,CA,Contra Costa,37.9154,-121.91
94518,Concord,CA,Contra Costa,37.9504,-122.0263
94519,Concord,CA,Contra Costa,37.9841,-122.0119
94520,Concord,CA,Contra Costa,37.9823,-122.0362
94521,Concord,CA,Contra Costa,37.9575,-121.975
94522,Concord,CA,Contra Costa,37.978,-122.0311
94523,Pleasant Hill,CA,Contra Costa,37.954,-122.0737
94524,Concord,CA,Contra Costa,37.978,-122.0311
94525,Crockett,CA,Contra Costa,38.0519,-122.2177
94526,Danville,CA,Contra Costa,37.814,-121.966
94527,Concord,CA,Contra Costa,37.9535,-121.9578
94528,Diablo,CA,Contra Costa,37.8387,-121.9667
94529,Concord,CA,Contra Costa,37.978,-122.0311
94530,El Cerrito,CA,Contra Costa,37.9156,-122.2985
94531,Antioch,CA,Contra Costa,37.9658,-121.7758
94547,Hercules,CA,Contra Costa,38.0066,-122.2637
94548,Knightsen,CA,Contra Costa,37.9726,-121.6652
94549,Lafayette,CA,Contra Costa,37.8961,-122.1119
94553,Martinez,CA,Contra Costa,37.9864,-122.135
94556,Moraga,CA,Contra Costa,37.8437,-122.1242
94561,Oakley,CA,Contra Costa,37.994,-121.7036
94563,Orinda,CA,Contra Costa,37.8787,-122.1728
94564,Pinole,CA,Contra Costa,37.9969,-122.2875
94565,Pittsburg,CA,Contra Costa,38.0031,-121.9172
94569,Port Costa,CA,Contra Costa,38.046,-122.1866
94570,Moraga,CA,Contra Costa,37.7772,-121.9554
94572,Rodeo,CA,Contra Costa,38.0307,-122.2581
94575,Moraga,CA,Contra Costa,37.7772,-121.9554
94582,San Ramon,CA,Contra Costa,37.7636,-121.9155
94583,San Ramon,CA,Contra Costa,37.7562,-121.9522
94595,Walnut Creek,CA,Contra Costa,37.8753,-122.0703
94596,Walnut Creek,CA,Contra Costa,37.9053,-122.0549
94597,Walnut Creek,CA,Contra Costa,37.9182,-122.0717
94598,Walnut Creek,CA,Contra Costa,37.9194,-122.0259
94801,Richmond,CA,Contra Costa,37.94,-122.362
94802,Richmond,CA,Contra Costa,37.9358,-122.3477
94803,El Sobrante,CA,Contra Costa,37.9693,-122.2901
94804,Richmond,CA,Contra Costa,37.9265,-122.3342
94805,Richmond,CA,Contra Costa,37.9417,-122.3238
94806,San Pablo,CA,Contra Costa,37.9724,-122.3369
94807,Richmond,CA,Contra Costa,37.9358,-122.3477
94808,Richmond,CA,Contra Costa,37.9358,-122.3477
94820,El Sobrante,CA,Contra Costa,37.9771,-122.2952
94850,Richmond,CA,Contra Costa,37.9358,-122.3477
95531,Crescent City,CA,Del Norte,41.7817,-124.1332
95532,Crescent City,CA,Del Norte,41.7561,-124.2005
95538,Fort Dick,CA,Del Norte,41.8679,-124.149
95543,Gasquet,CA,Del Norte,41.9056,-123.831
95548,Klamath,CA,Del Norte,41.5804,-124.0387
95567,Smith River,CA,Del Norte,41.9404,-124.1587
95613,Coloma,CA,El Dorado,38.8,-120.8891
95614,Cool,CA,El Dorado,38.8923,-120.9802
95619,Diamond Springs,CA,El Dorado,38.6865,-120.8145
95623,El Dorado,CA,El Dorado,38.633,-120.8498
95633,Garden Valley,CA,El Dorado,38.8665,-120.8567
95634,Georgetown,CA,El Dorado,38.9185,-120.7599
95635,Greenwood,CA,El Dorado,38.9143,-120.9001
95636,Grizzly Flats,CA,El Dorado,38.6489,-120.5098
95651,Lotus,CA,El Dorado,38.8278,-120.9238
95656,Mount Aukum,CA,El Dorado,38.55,-120.7304
95664,Pilot Hill,CA,El Dorado,38.8135,-121.0308
95667,Placerville,CA,El Dorado,38.7195,-120.8046
95672,Rescue,CA,El Dorado,38.7194,-120.9945
95682,Shingle Springs,CA,El Dorado,38.6465,-120.9641
95684,Somerset,CA,El Dorado,38.5953,-120.5949
95709,Camino,CA,El Dorado,38.747,-120.6743
95720,Kyburz,CA,El Dorado,38.7825,-120.2569
95721,Echo Lake,CA,El Dorado,38.8338,-120.0416
95726,Pollock Pines,CA,El Dorado,38.7708,-120.5427
95735,Twin Bridges,CA,El Dorado,38.8092,-120.1242
95762,El Dorado Hills,CA,El Dorado,38.685,-121.068
96142,Tahoma,CA,El Dorado,39.0644,-120.1357
96150,South Lake Tahoe,CA,El Dorado,38.917,-119.9865
96151,South Lake Tahoe,CA,El Dorado,38.9039,-119.995
96152,South Lake Tahoe,CA,El Dorado,38.9271,-119.999
96154,South Lake Tahoe,CA,El Dorado,38.8753,-120.0188
96155,South Lake Tahoe,CA,El Dorado,38.8449,-120.043
96156,South Lake Tahoe,CA,El Dorado,38.9352,-119.9676
96157,South Lake Tahoe,CA,El Dorado,38.9344,-119.9767
96158,South Lake Tahoe,CA,El Dorado,38.8981,-119.9984
93210,Coalinga,CA,Fresno,36.1624,-120.3489
93234,Huron,CA,Fresno,36.2371,-120.102
93242,Laton,CA,Fresno,36.4378,-119.7156
93602,Auberry,CA,Fresno,37.0726,-119.4572
93605,Big Creek,CA,Fresno,37.2032,-119.2492
93606,Biola,CA,Fresno,36.8032,-120.0185
93607,Burrel,CA,Fresno,36.5898,-119.8994
93608,Cantua Creek,CA,Fresno,36.4921,-120.3353
93609,Caruthers,CA,Fresno,36.5358,-119.8446
93611,Clovis,CA,Fresno,36.8253,-119.6802
93612,Clovis,CA,Fresno,36.8149,-119.7106
93613,Clovis,CA,Fresno,36.8252,-119.7029
93616,Del Rey,CA,Fresno,36.6543,-119.5929
93621,Dunlap,CA,Fresno,36.7446,-119.0899
93622,Firebaugh,CA,Fresno,36.8651,-120.47
93624,Five Points,CA,Fresno,36.3386,-120.1118
93625,Fowler,CA,Fresno,36.6282,-119.671
93626,Friant,CA,Fresno,37.0422,-119.6807
93627,Helm,CA,Fresno,36.5316,-120.0982
93628,Hume,CA,Fresno,36.7515,-118.9575
93630,Kerman,CA,Fresno,36.7306,-120.0724
93631,Kingsburg,CA,Fresno,36.508,-119.5433
93634,Lakeshore,CA,Fresno,37.253,-119.1748
93640,Mendota,CA,Fresno,36.7424,-120.4093
93641,Miramonte,CA,Fresno,36.6894,-119.0477
93642,Mono Hot Springs,CA,Fresno,37.3266,-119.0176
93646,Orange Cove,CA,Fresno,36.6255,-119.3204
93648,Parlier,CA,Fresno,36.6103,-119.5375
93649,Piedra,CA,Fresno,36.8417,-119.3496
93650,Fresno,CA,Fresno,36.8411,-119.801
93651,Prather,CA,Fresno,36.9938,-119.5268
93652,Raisin City,CA,Fresno,36.6024,-119.904
93654,Reedley,CA,Fresno,36.6044,-119.4378
93656,Riverdale,CA,Fresno,36.4295,-119.872
93657,Sanger,CA,Fresno,36.7243,-119.5478
93660,San Joaquin,CA,Fresno,36.6059,-120.1889
93662,Selma,CA,Fresno,36.5695,-119.617
93664,Shaver Lake,CA,Fresno,37.1397,-119.273
93667,Tollhouse,CA,Fresno,36.9943,-119.3914
93668,Tranquillity,CA,Fresno,36.6584,-120.2617
93675,Squaw Valley,CA,Fresno,36.7071,-119.1814
93701,Fresno,CA,Fresno,36.7487,-119.7867
93702,Fresno,CA,Fresno,36.74,-119.7532
93703,Fresno,CA,Fresno,36.7684,-119.7594
93704,Fresno,CA,Fresno,36.7991,-119.8016
93705,Fresno,CA,Fresno,36.7863,-119.8286
93706,Fresno,CA,Fresno,36.6486,-119.9987
93707,Fresno,CA,Fresno,36.7464,-119.6397
93708,Fresno,CA,Fresno,36.7464,-119.6397
93709,Fresno,CA,Fresno,36.7464,-119.6397
93710,Fresno,CA,Fresno,36.8236,-119.7621
93711,Fresno,CA,Fresno,36.8303,-119.8319
93712,Fresno,CA,Fresno,36.7464,-119.6397
93714,Fresno,CA,Fresno,36.7464,-119.6397
93715,Fresno,CA,Fresno,36.7464,-119.6397
93716,Fresno,CA,Fresno,36.7464,-119.6397
93717,Fresno,CA,Fresno,36.7464,-119.6397
93718,Fresno,CA,Fresno,36.7464,-119.6397
93720,Fresno,CA,Fresno,36.8579,-119.7655
93721,Fresno,CA,Fresno,36.7377,-119.7843
93722,Fresno,CA,Fresno,36.7918,-119.8801
93723,Fresno,CA,Fresno,36.7863,-119.9532
93724,Fresno,CA,Fresno,36.7464,-119.6397
93725,Fresno,CA,Fresno,36.6207,-119.7308
93726,Fresno,CA,Fresno,36.7949,-119.7604
93727,Fresno,CA,Fresno,36.7528,-119.7061
93728,Fresno,CA,Fresno,36.7581,-119.8113
93729,Fresno,CA,Fresno,36.7464,-119.6397
93730,Fresno,CA,Fresno,36.8878,-119.7589
93737,Fresno,CA,Fresno,36.7477,-119.7724
93740,Fresno,CA,Fresno,36.7464,-119.6397
93741,Fresno,CA,Fresno,36.7464,-119.6397
93744,Fresno,CA,Fresno,36.7464,-119.6397
93745,Fresno,CA,Fresno,36.7464,-119.6397
93747,Fresno,CA,Fresno,36.7464,-119.6397
93750,Fresno,CA,Fresno,36.7464,-119.6397
93755,Fresno,CA,Fresno,36.7464,-119.6397
93760,Fresno,CA,Fresno,36.7464,-119.6397
93761,Fresno,CA,Fresno,36.7464,-119.6397
93764,Fresno,CA,Fresno,36.7464,-119.6397
93765,Fresno,CA,Fresno,36.7464,-119.6397
93771,Fresno,CA,Fresno,36.7464,-119.6397
93772,Fresno,CA,Fresno,36.7464,-119.6397
93773,Fresno,CA,Fresno,36.7464,-119.6397
93774,Fresno,CA,Fresno,36.7464,-119.6397
93775,Fresno,CA,Fresno,36.7464,-119.6397
93776,Fresno,CA,Fresno,36.7464,-119.6397
93777,Fresno,CA,Fresno,36.7464,-119.6397
93778,Fresno,CA,Fresno,36.7464,-119.6397
93779,Fresno,CA,Fresno,36.7464,-119.6397
93786,Fresno,CA,Fresno,36.7464,-119.6397
93790,Fresno,CA,Fresno,36.7464,-119.6397
93791,Fresno,CA,Fresno,36.7464,-119.6397
93792,Fresno,CA,Fresno,36.7464,-119.6397
93793,Fresno,CA,Fresno,36.7464,-119.6397
93794,Fresno,CA,Fresno,36.7464,-119.6397
93844,Fresno,CA,Fresno,36.7464,-119.6397
93888,Fresno,CA,Fresno,36.7464,-119.6397
95913,Artois,CA,Glenn,39.6197,-122.1927
95920,Butte City,CA,Glenn,39.4568,-121.9515
95939,Elk Creek,CA,Glenn,39.5306,-122.6124
95943,Glenn,CA,Glenn,39.6069,-122.0384
95951,Hamilton City,CA,Glenn,39.7386,-122.0085
95963,Orland,CA,Glenn,39.7314,-122.2534
95988,Willows,CA,Glenn,39.5353,-122.2597
95501,Eureka,CA,Humboldt,40.7938,-124.1573
95502,Eureka,CA,Humboldt,40.7965,-124.1737
95503,Eureka,CA,Humboldt,40.7592,-124.1593
95511,Alderpoint,CA,Humboldt,40.1676,-123.6192
95514,Blocksburg,CA,Humboldt,40.2987,-123.6576
95518,Arcata,CA,Humboldt,40.8685,-124.0856
95519,Mckinleyville,CA,Humboldt,40.9465,-124.0834
95521,Arcata,CA,Humboldt,40.8742,-124.0765
95524,Bayside,CA,Humboldt,40.8266,-124.0552
95525,Blue Lake,CA,Humboldt,40.9374,-123.8913
95526,Bridgeville,CA,Humboldt,40.4693,-123.7998
95528,Carlotta,CA,Humboldt,40.507,-123.9743
95534,Cutten,CA,Humboldt,40.7965,-124.1737
95536,Ferndale,CA,Humboldt,40.5259,-124.2514
95537,Fields Landing,CA,Humboldt,40.7268,-124.2174
95540,Fortuna,CA,Humboldt,40.5835,-124.1473
95542,Garberville,CA,Humboldt,40.0864,-123.7991
95545,Honeydew,CA,Humboldt,40.2421,-124.0972
95546,Hoopa,CA,Humboldt,41.0504,-123.6742
95547,Hydesville,CA,Humboldt,40.5485,-124.0847
95549,Kneeland,CA,Humboldt,40.6405,-123.8826
95550,Korbel,CA,Humboldt,40.7775,-123.8486
95551,Loleta,CA,Humboldt,40.6589,-124.2251
95553,Miranda,CA,Humboldt,40.2397,-123.8077
95554,Myers Flat,CA,Humboldt,40.2841,-123.7945
95555,Orick,CA,Humboldt,41.3596,-124.0317
95556,Orleans,CA,Humboldt,41.3115,-123.5399
95558,Petrolia,CA,Humboldt,40.2868,-124.2271
95559,Phillipsville,CA,Humboldt,40.2008,-123.7735
95560,Redway,CA,Humboldt,40.1201,-123.8234
95562,Rio Dell,CA,Humboldt,40.4987,-124.1102
95564,Samoa,CA,Humboldt,40.8037,-124.1936
95565,Scotia,CA,Humboldt,40.4583,-124.0517
95569,Redcrest,CA,Humboldt,40.3437,-123.9095
95570,Trinidad,CA,Humboldt,41.0593,-124.1431
95571,Weott,CA,Humboldt,40.3218,-123.9217
95573,Willow Creek,CA,Humboldt,40.9484,-123.6276
95589,Whitethorn,CA,Humboldt,40.0231,-124.0139
92222,Bard,CA,Imperial,32.7822,-114.5619
92227,Brawley,CA,Imperial,32.9792,-115.5296
92231,Calexico,CA,Imperial,32.6832,-115.5028
92232,Calexico,CA,Imperial,32.6789,-115.4989
92233,Calipatria,CA,Imperial,33.167,-115.5114
92243,El Centro,CA,Imperial,32.7893,-115.5665
92244,El Centro,CA,Imperial,32.7948,-115.6927
92249,Heber,CA,Imperial,32.7218,-115.4383
92250,Holtville,CA,Imperial,32.8104,-115.3775
92251,Imperial,CA,Imperial,32.847,-115.573
92257,Niland,CA,Imperial,33.3784,-115.6965
92259,Ocotillo,CA,Imperial,32.7387,-115.9942
92266,Palo Verde,CA,Imperial,33.3696,-114.7355
92273,Seeley,CA,Imperial,32.7941,-115.6948
92275,Salton City,CA,Imperial,33.3092,-115.9578
92281,Westmorland,CA,Imperial,33.038,-115.5914
92283,Winterhaven,CA,Imperial,32.9818,-114.6854
92331,Fontana,CA,Imperial,34.0922,-117.4612
92328,Death Valley,CA,Inyo,36.4672,-116.8937
92384,Shoshone,CA,Inyo,35.973,-116.2711
92389,Tecopa,CA,Inyo,35.9021,-116.1544
93513,Big Pine,CA,Inyo,37.1679,-118.2916
93514,Bishop,CA,Inyo,37.5014,-118.4048
93515,Bishop,CA,Inyo,37.3635,-118.3951
93522,Darwin,CA,Inyo,36.2948,-117.5957
93526,Independence,CA,Inyo,36.8396,-118.2048
93530,Keeler,CA,Inyo,36.4886,-117.8741
93542,Little Lake,CA,Inyo,35.9366,-117.9067
93545,Lone Pine,CA,Inyo,36.5798,-118.0578
93549,Olancha,CA,Inyo,36.23,-117.9552
93203,Arvin,CA,Kern,35.1966,-118.8336
93205,Bodfish,CA,Kern,35.587,-118.4847
93206,Buttonwillow,CA,Kern,35.4033,-119.4659
93215,Delano,CA,Kern,35.7715,-119.2459
93216,Delano,CA,Kern,35.7688,-119.2471
93220,Edison,CA,Kern,35.3475,-118.8718
93222,Pine Mountain Club,CA,Kern,34.8469,-119.1568
93224,Fellows,CA,Kern,35.1786,-119.5412
93225,Frazier Park,CA,Kern,34.8265,-119.0355
93226,Glennville,CA,Kern,35.7377,-118.7169
93238,Kernville,CA,Kern,35.755,-118.4047
93240,Lake Isabella,CA,Kern,35.669,-118.457
93241,Lamont,CA,Kern,35.2571,-118.9124
93243,Lebec,CA,Kern,34.8818,-118.8566
93249,Lost Hills,CA,Kern,35.6163,-119.6943
93250,Mc Farland,CA,Kern,35.6758,-119.2272
93251,Mc Kittrick,CA,Kern,35.3031,-119.6366
93252,Maricopa,CA,Kern,35.0589,-119.401
93255,Onyx,CA,Kern,35.6824,-118.0959
93263,Shafter,CA,Kern,35.497,-119.2801
93268,Taft,CA,Kern,35.1482,-119.4557
93276,Tupman,CA,Kern,35.2992,-119.3584
93280,Wasco,CA,Kern,35.648,-119.4487
93283,Weldon,CA,Kern,35.6391,-118.2859
93285,Wofford Heights,CA,Kern,35.7246,-118.4559
93287,Woody,CA,Kern,35.7068,-118.8439
93301,Bakersfield,CA,Kern,35.3866,-119.0171
93302,Bakersfield,CA,Kern,35.3733,-119.0187
93303,Bakersfield,CA,Kern,35.2944,-118.9052
93304,Bakersfield,CA,Kern,35.3396,-119.0218
93305,Bakersfield,CA,Kern,35.3855,-118.986
93306,Bakersfield,CA,Kern,35.3867,-118.9391
93307,Bakersfield,CA,Kern,35.3275,-118.9839
93308,Bakersfield,CA,Kern,35.4244,-119.0433
93309,Bakersfield,CA,Kern,35.3384,-119.0627
93311,Bakersfield,CA,Kern,35.3039,-119.1056
93312,Bakersfield,CA,Kern,35.3935,-119.1205
93313,Bakersfield,CA,Kern,35.2974,-119.0509
93314,Bakersfield,CA,Kern,35.3863,-119.17
93380,Bakersfield,CA,Kern,35.2944,-118.9052
93383,Bakersfield,CA,Kern,35.2944,-118.9052
93384,Bakersfield,CA,Kern,35.3733,-119.0187
93385,Bakersfield,CA,Kern,35.2944,-118.9052
93386,Bakersfield,CA,Kern,35.2944,-118.9052
93387,Bakersfield,CA,Kern,35.2944,-118.9052
93388,Bakersfield,CA,Kern,35.2944,-118.9052
93389,Bakersfield,CA,Kern,35.2944,-118.9052
93390,Bakersfield,CA,Kern,35.2944,-118.9052
93501,Mojave,CA,Kern,35.0478,-118.1735
93502,Mojave,CA,Kern,35.0525,-118.174
93504,California City,CA,Kern,35.1871,-117.8854
93505,California City,CA,Kern,35.1278,-117.9651
93516,Boron,CA,Kern,35.0037,-117.6629
93518,Caliente,CA,Kern,35.3701,-118.4612
93519,Cantil,CA,Kern,35.3089,-117.9684
93523,Edwards,CA,Kern,34.9261,-117.9351
93524,Edwards,CA,Kern,34.932,-117.9071
93527,Inyokern,CA,Kern,35.6397,-117.857
93528,Johannesburg,CA,Kern,35.3708,-117.6427
93531,Keene,CA,Kern,35.2375,-118.6076
93554,Randsburg,CA,Kern,35.3866,-117.7159
93555,Ridgecrest,CA,Kern,35.6225,-117.6709
93556,Ridgecrest,CA,Kern,35.6225,-117.6709
93560,Rosamond,CA,Kern,34.8664,-118.3409
93561,Tehachapi,CA,Kern,35.1322,-118.449
93581,Tehachapi,CA,Kern,35.1322,-118.449
93596,Boron,CA,Kern,34.9994,-117.6498
93202,Armona,CA,Kings,36.3095,-119.7053
93204,Avenal,CA,Kings,35.9877,-120.1227
93212,Corcoran,CA,Kings,36.0865,-119.5607
93230,Hanford,CA,Kings,36.3314,-119.6491
93232,Hanford,CA,Kings,36.3275,-119.6457
93239,Kettleman City,CA,Kings,36.0083,-119.9618
93245,Lemoore,CA,Kings,36.2682,-119.8173
93246,Lemoore,CA,Kings,36.1389,-119.8947
93266,Stratford,CA,Kings,36.179,-119.8236
95422,Clearlake,CA,Lake,38.9576,-122.636
95423,Clearlake Oaks,CA,Lake,39.0664,-122.6558
95424,Clearlake Park,CA,Lake,38.9666,-122.65
95426,Cobb,CA,Lake,38.8155,-122.7132
95435,Finley,CA,Lake,39.0043,-122.8755
95443,Glenhaven,CA,Lake,39.0263,-122.733
95451,Kelseyville,CA,Lake,38.9421,-122.7777
95453,Lakeport,CA,Lake,39.047,-122.9328
95457,Lower Lake,CA,Lake,38.8915,-122.5914
95458,Lucerne,CA,Lake,39.0783,-122.7846
95461,Middletown,CA,Lake,38.7824,-122.6487
95464,Nice,CA,Lake,39.1194,-122.8315
95467,Hidden Valley Lake,CA,Lake,38.8036,-122.5407
95485,Upper Lake,CA,Lake,39.1804,-122.9144
95493,Witter Springs,CA,Lake,39.1821,-122.9711
96009,Bieber,CA,Lassen,41.1315,-121.1286
96068,Nubieber,CA,Lassen,41.0957,-121.183
96109,Doyle,CA,Lassen,40.0008,-120.1077
96113,Herlong,CA,Lassen,40.1485,-120.1713
96114,Janesville,CA,Lassen,40.2963,-120.5098
96117,Litchfield,CA,Lassen,40.4073,-120.4092
96119,Madeline,CA,Lassen,40.9766,-120.5548
96121,Milford,CA,Lassen,40.1828,-120.3895
96123,Ravendale,CA,Lassen,40.7985,-120.3652
96127,Susanville,CA,Lassen,40.4163,-120.653
96128,Standish,CA,Lassen,40.3509,-120.4068
96130,Susanville,CA,Lassen,40.3983,-120.6464
96132,Termo,CA,Lassen,40.9509,-120.613
96136,Wendel,CA,Lassen,40.3406,-120.2824
96137,Westwood,CA,Lassen,40.3038,-121.0226
90001,Los Angeles,CA,Los Angeles,33.9731,-118.2479
90002,Los Angeles,CA,Los Angeles,33.9497,-118.2462
90003,Los Angeles,CA,Los Angeles,33.9653,-118.2727
